_editors_choice,_game_types,_comments,_price,_updated,_size,_installs,_version,_required_android,_content_rating,_interactive_elements,_in_app_products,_offered_by,_developer
Editors' Choice,"['Playrix', 'Casual']","1,01,09,734 total",Install,1 December 2020,142M,"100,000,000+",4.9.0,4.2 and up,"Rated for 3+
Learn more",Digital purchases,"₹35.00 – ₹8,900.00 per item",Playrix,"Visit website
gardenscapes@playrix.com
Privacy Policy
4th floor, Red Oak North, South County Business Park, Leopardstown, Dublin 18 D18 X5K7, Ireland"
0,"['King', 'Casual']","2,99,84,377 total",Install,2 December 2020,Varies with device,"1,000,000,000+",1.191.0.3,4.1 and up,"Rated for 3+
Learn more","Users interact, Shares info, Digital purchases","₹29.00 – ₹11,900.00 per item",King,"Visit website
candycrush.techhelp@king.com
Privacy Policy
King.com Limited Aragon Business Centre, Level 4, Dragonara Road, St Julians STJ3140, Malta"
0,"['Moonfrog', 'Casino']","14,58,409 total",Install,4 December 2020,Varies with device,"50,000,000+",5.81,4.1 and up,"Rated for 18+
Gambling
Learn more","Users interact, Digital purchases","₹10.00 – ₹26,000.00 per item",Moonfrog,"Visit website
support@teenpattigold.com
Privacy Policy
16/3, Level 3, Adarsh Yellavarthy Centre Cambridge Road, Ulsoor Bangalore - 560008 Karnataka, India"
Editors' Choice,"['KONAMI', 'Sports']","57,35,073 total",Install,2 December 2020,95M,"50,000,000+",5.1.0,5.0 and up,"Rated for 3+
Learn more","Shares info, Digital purchases","₹80.00 – ₹8,900.00 per item",KONAMI,"Visit website
ask-konami@faq.konami.com
Privacy Policy
東京都中央区銀座一丁目11番1号"
0,"['Miniclip.com', 'Sports']","26,55,943 total",Install,23 September 2020,33M,"100,000,000+",5.0.3,4.1 and up,"Rated for 3+
Learn more",Digital purchases,"₹49.00 – ₹5,500.00 per item",Miniclip.com,"Visit website
support@miniclip.com
Privacy Policy
Miniclip SA Case Postale 2671 2001 Neuchâtel Switzerland"
0,"['Long Tech Network Limited', 'Strategy']","5,43,398 total",Install,7 December 2020,Varies with device,"10,000,000+",1.250.186,4.1 and up,"Rated for 7+
Implied violence
Learn more","Users interact, Digital purchases","₹90.00 – ₹12,200.00 per item",Long Tech Network Limited,"Visit website
support_roe@im30.net
Privacy Policy
RM C 21/F CENTRAL 88, 88 DES VOEUX RD CENTRAL HONG KONG"
Editors' Choice,"['Niantic, Inc.', 'Adventure']","1,40,81,734 total",Install,4 December 2020,Varies with device,"100,000,000+",0.193.3,6.0 and up,"Rated for 7+
Mild violence
Learn more",In-game purchases,"₹29.00 – ₹7,900.00 per item","Niantic, Inc.","Visit website
pokemon-go-support@nianticlabs.com
Privacy Policy
One Ferry Building, Suite 200 San Francisco, CA 94111"
Editors' Choice,"['Miniclip.com', 'Sports']","2,01,79,419 total",Install,7 December 2020,66M,"500,000,000+",5.2.2,4.4 and up,"Rated for 12+
Simulated gambling
Learn more","Users interact, In-game purchases","₹10.00 – ₹6,770.12 per item",Miniclip.com,"Visit website
support@miniclip.com
Privacy Policy
Miniclip SA Case Postale 2671 2001 Neuchâtel Switzerland"
Editors' Choice,"['Long Tech Network Limited', 'Strategy']","14,81,204 total",Install,2 December 2020,Varies with device,"10,000,000+",1.250.196,4.1 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, In-game purchases","₹60.00 – ₹12,000.00 per item",Long Tech Network Limited,"Visit website
support_ls@im30.net
Privacy Policy
RM C 21/F CENTRAL 88, 88 DES VOEUX RD CENTRAL HONG KONG"
Editors' Choice,"['Supercell', 'Strategy']","3,00,04,676 total",Install,18 November 2020,126M,"100,000,000+",3.4.2,4.1 and up,"Rated for 7+
Mild violence
Learn more","Users interact, Digital purchases","₹80.00 – ₹8,900.00 per item",Supercell,"Visit website
gp-info@supercell.com
Privacy Policy
Itamerenkatu 11-13 00180 Helsinki Finland"
Editors' Choice,"['miHoYo Limited', 'Adventure']","8,97,917 total",Install,6 November 2020,145M,"10,000,000+",1.1.1_1437351_1398019,5.0 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, In-game purchases","₹89.00 – ₹8,900.00 per item",miHoYo Limited,"Visit website
genshin_cs@mihoyo.com
Privacy Policy
Room 1003, 10/F, Tower 1, Lippo Centre, 89 Queensway, Admiralty, Hong Kong"
0,"['TG Inc.', 'Strategy']","2,05,811 total",Install,4 December 2020,71M,"10,000,000+",3.86.2,4.1 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, Digital purchases","₹90.00 – ₹8,900.00 per item",TG Inc.,"support@topgamesinc.com
Privacy Policy
Level 5, Development Bank of Samoa Building, Beach Road, Apia, Samoa"
0,"['Ultimate-Games', 'Casino']","2,04,892 total",Install,24 October 2020,25M,"10,000,000+",38.9.7,4.0.3 and up,"Rated for 12+
Gambling
Learn more","Users interact, Shares info, Digital purchases","₹10.00 – ₹26,000.00 per item",Ultimate-Games,"Visit website
support@ultimateteenpatti.com
Privacy Policy
PO Box 17640, Malad (W), Mumbai 400 064, Maharashtra, India"
Editors' Choice,"['Playrix', 'Casual']","92,72,715 total",Install,16 November 2020,148M,"100,000,000+",4.1.3,4.2 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹40.00 – ₹8,900.00 per item",Playrix,"Visit website
homescapes@playrix.com
Privacy Policy
4th floor, Red Oak North, South County Business Park, Leopardstown, Dublin 18 D18 X5K7, Ireland"
Editors' Choice,"['ELECTRONIC ARTS', 'Sports']","69,76,269 total",Install,1 December 2020,89M,"100,000,000+",14.1.01,6.0 and up,"Rated for 3+
Learn more","Users interact, Digital purchases","₹89.00 – ₹8,900.00 per item",ELECTRONIC ARTS,"Visit website
help@eamobile.com
Privacy Policy
Geneva, Switzerland"
0,"['Gametion Technologies Pvt Ltd', 'Board']","66,37,124 total",Install,11 November 2020,50M,"100,000,000+",5.6.0.171,4.1 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹10.00 – ₹13,500.00 per item",Gametion Technologies Pvt Ltd,"Visit website
support@ludoking.com
Privacy Policy
Mumbai, India"
0,"['Aviva Sun', 'Board']","1,43,689 total",Install,18 November 2020,Varies with device,"10,000,000+",1.2.3.1,5.0 and up,"Rated for 12+
Simulated gambling
Learn more",Users interact,"₹90.00 – ₹26,000.00 per item",Aviva Sun,"Visit website
games@yalla.live
Privacy Policy
Dubai Internet City, Dubai, United Arab Emirates"
0,"['NEXTERS GLOBAL LTD', 'Role Playing']","10,59,379 total",Install,7 December 2020,Varies with device,"50,000,000+",1.98.3,5.0 and up,"Rated for 12+
Mild swearing
Learn more","Users interact, In-game purchases","₹50.00 – ₹21,000.00 per item",NEXTERS GLOBAL LTD,"Visit website
help@hero-wars.com
Privacy Policy
107 Faneromenis Avenue, 6031, Larnaca, Cyprus"
0,"['Roblox Corporation', 'Adventure']","1,78,79,225 total",Install,3 December 2020,94M,"100,000,000+",2.458.415263,4.4 and up,"Rated for 7+
Mild violence, Fear
Learn more","Users interact, In-game purchases","₹30.00 – ₹13,000.00 per item",Roblox Corporation,"Visit website
info@roblox.com
Privacy Policy
970 Park Place San Mateo, CA 94403 (USA)"
Editors' Choice,"['Playrix', 'Casual']","80,40,124 total",Install,6 November 2020,147M,"100,000,000+",7.9.0,4.2 and up,"Rated for 3+
Learn more","Users interact, Digital purchases","₹10.00 – ₹8,900.00 per item",Playrix,"Visit website
support@playrix.com
Privacy Policy
4th floor, Red Oak North, South County Business Park, Leopardstown, Dublin 18 D18 X5K7, Ireland"
0,"['Topwar Studio', 'Strategy']","1,90,702 total",Install,8 December 2020,142M,"10,000,000+",1.138.0,4.2 and up,"Rated for 7+
Mild violence
Learn more","Users interact, In-game purchases","₹89.00 – ₹8,900.00 per item",Topwar Studio,"Visit website
support@rivergame.net
Privacy Policy
Rm 603 6/F LAWS COML PLZ 788 CHEUNG SHA WAN RD HONG KONG"
0,"['VIZOR APPS LTD.', 'Simulation']","7,34,571 total",Install,30 November 2020,Varies with device,"10,000,000+",2.2,4.4 and up,"Rated for 7+
Mild violence
Learn more",Digital purchases,"₹85.00 – ₹21,800.00 per item",VIZOR APPS LTD.,"Visit website
klonmobile.support@vizor-apps.com
Privacy Policy
Charalampou Mouskou, 20 ABC BUSINESS CENTRE, 1st floor, Office 101 Paphos 8010"
Editors' Choice,"['Kabam Games, Inc.', 'Action']","30,63,861 total",Install,30 November 2020,103M,"100,000,000+",29.1.0,6.0 and up,"Rated for 12+
Moderate violence, Sexual innuendo
Learn more","Users interact, Digital purchases","₹60.00 – ₹7,900.00 per item","Kabam Games, Inc.","Visit website
contact@kabam.com
Privacy Policy
1118 Alberni Street, Suite 200, Vancouver, v6e1a5, Canada"
0,"['Zynga', 'Casino']","25,30,872 total",Install,1 December 2020,92M,"50,000,000+",22.06,4.4 and up,"Rated for 18+
Simulated gambling
Learn more","Users interact, In-game purchases","₹60.06 – ₹24,024.00 per item",Zynga,"Visit website
android.support@zynga.com
Privacy Policy
699 8th Street, San Francisco. CA"
Editors' Choice,"['NEKKI', 'Role Playing']","28,74,920 total",Install,4 December 2020,114M,"50,000,000+",1.23.0,4.1 and up,"Rated for 12+
Moderate violence
Learn more",Digital purchases,"₹75.00 – ₹16,500.00 per item",NEKKI,"Visit website
support@nekki.mail.helpshift.com
Privacy Policy
116 Gladstonos Street M. KYPRIANOU HOUSE, 3&4 floor, 3032, Limassol, Cyprus."
Editors' Choice,"['Playrix', 'Puzzle']","44,85,994 total",Install,9 December 2020,141M,"100,000,000+",5.35.0,4.2 and up,"Rated for 3+
Learn more","Users interact, Digital purchases","₹36.55 – ₹8,900.00 per item",Playrix,"Visit website
fishdom@playrix.com
Privacy Policy
4th floor, Red Oak North, South County Business Park, Leopardstown, Dublin 18 D18 X5K7, Ireland"
0,"['Special Gamez', 'Strategy']","1,32,166 total",Install,19 November 2020,74M,"10,000,000+",1.4.9.4,4.1 and up,"Rated for 7+
Implied violence
Learn more",Digital purchases,"₹65.00 – ₹26,000.00 per item",Special Gamez,"Visit website
sgamezservice@qiyi.com
Privacy Policy
15260 Ventura Blvd, Suite 1708 Sherman Oaks, CA 91403"
0,"['Century Games Limited', 'Strategy']","7,54,245 total",Install,7 December 2020,793M,"50,000,000+",9.9.0,5.0 and up,"Rated for 7+
Implied violence, Mild violence
Learn more",Users interact,"₹89.00 – ₹13,600.00 per item",Century Games Limited,"Visit website
contact_koa@funplus.com
Privacy Policy
Ugland House, KY-Grand Cayman KY1-1104, Cayman Islands"
Editors' Choice,"['Mojang', 'Arcade']","37,95,423 total",₹479.56 Buy,2 December 2020,Varies with device,"10,000,000+",1.16.200.02,Varies with device,"Rated for 7+
Fear, Mild violence
Learn more",Users interact,"₹24.80 – ₹4,050.00 per item",Mojang,"Visit website
help@minecraft.net
Privacy Policy
Mojang Maria Skolgata 83 118 53 Stockholm Sweden"
0,"['KingsGroup Holdings', 'Strategy']","14,32,862 total",Install,8 December 2020,139M,"10,000,000+",1.9.70,4.1 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, In-game purchases","₹79.00 – ₹7,900.00 per item",KingsGroup Holdings,"Visit website
sosgame@kingsgroupgames.com
Privacy Policy
PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands"
Editors' Choice,"['Small Giant Games', 'Puzzle']","19,99,305 total",Install,8 December 2020,100M,"50,000,000+",33.0.1,4.4 and up,"Rated for 7+
Mild violence
Learn more","Users interact, Digital purchases","₹89.00 – ₹8,900.00 per item",Small Giant Games,"Visit website
googleplay@smallgiantgames.com
Privacy Policy
Kasarmikatu 42, 00130 Helsinki, Finland"
0,"['Century Games Limited', 'Strategy']","4,05,089 total",Install,7 December 2020,947M,"10,000,000+",6.1.0,5.0 and up,"Rated for 7+
Implied violence, Mild violence
Learn more","Users interact, In-game purchases","₹89.00 – ₹8,900.00 per item",Century Games Limited,"Visit website
contact_gog@funplus.com
Privacy Policy
Ugland House, KY-Grand Cayman KY1-1104, Cayman Islands"
Editors' Choice,"['Gameloft SE', 'Racing']","18,51,845 total",Install,21 October 2020,99M,"50,000,000+",2.5.3a,Varies with device,"Rated for 7+
Mild violence, Implied violence
Learn more","Users interact, In-game purchases","₹10.00 – ₹17,900.00 per item",Gameloft SE,"Visit website
android.support@gameloft.com
Privacy Policy
14 rue Auber 75009 Paris"
0,"['Playrix', 'Adventure']","1,10,799 total",Install,3 December 2020,126M,"5,000,000+",2.1.1,4.2 and up,"Rated for 3+
Learn more",In-game purchases,"₹89.00 – ₹8,900.00 per item",Playrix,"manormatters@playrix.com
Privacy Policy
4th floor, Red Oak North, South County Business Park, Leopardstown, Dublin 18 D18 X5K7, Ireland"
0,"['Plarium Global Ltd', 'Role Playing']","11,80,817 total",Install,2 December 2020,148M,"10,000,000+",3.00.0,5.0 and up,"Rated for 12+
Horror
Learn more","Users interact, Digital purchases","₹45.00 – ₹8,900.00 per item",Plarium Global Ltd,"Visit website
raid.support@plarium.com
Privacy Policy
Hamanofim ,1 Hertzliya, Israel, 46725"
Editors' Choice,"['Supercell', 'Action']","1,49,48,091 total",Install,25 November 2020,150M,"100,000,000+",31.96,4.3 and up,"Rated for 7+
Mild violence
Learn more","Users interact, Digital purchases","₹89.00 – ₹8,900.00 per item",Supercell,"Visit website
gp-info@supercell.com
Privacy Policy
Itamerenkatu 11-13 00180 Helsinki Finland"
Editors' Choice,"['Pixelberry', 'Simulation']","13,62,027 total",Install,17 November 2020,87M,"10,000,000+",2.7.8,5.0 and up,"Rated for 16+
Sex
Learn more",In-game purchases,"₹140.00 – ₹7,600.00 per item",Pixelberry,"Visit website
googleplay@pixelberrystudios.com
Privacy Policy
Pixelberry Studios 1245 Terra Bella Avenue Mountain View, CA 94043"
0,"['King', 'Casual']","78,34,880 total",Install,8 December 2020,Varies with device,"100,000,000+",1.182.10,4.1 and up,"Rated for 3+
Learn more","Shares info, Digital purchases","₹79.00 – ₹11,900.00 per item",King,"Visit website
candycrushsoda.techhelp@king.com
Privacy Policy
King.com Limited Aragon Business Centre, Level 4, Dragonara Road, St Julians STJ3140, Malta"
0,"['BANDAI NAMCO Entertainment Inc.', 'Action']","10,64,465 total",Install,25 November 2020,100M,"10,000,000+",2.16.0,6.0 and up,"Rated for 12+
Moderate violence
Learn more",Digital purchases,"₹89.00 – ₹6,900.00 per item",BANDAI NAMCO Entertainment Inc.,"Visit website
ww_gp_dragonball-legends_ad@net.bandai.co.jp
Privacy Policy
東京都港区芝5-37-8　バンダイナムコ未来研究所"
Editors' Choice,"['Wildlife Studios', 'Sports']","8,49,336 total",Install,8 December 2020,149M,"10,000,000+",2.10.0,4.4 and up,"Rated for 3+
Learn more",none,"₹85.00 – ₹13,500.00 per item",Wildlife Studios,"Visit website
tennisclashsupport@wildlifestudios.com
Privacy Policy
Block D, Iveagh Court Harcourt Road Dublin 2 Dublin, Dublin D02"
Editors' Choice,"['PIXONIC', 'Action']","41,43,999 total",Install,10 December 2020,82M,"50,000,000+",6.7.1,4.3 and up,"Rated for 12+
Mild swearing
Learn more","Users interact, In-game purchases","₹50.00 – ₹9,600.00 per item",PIXONIC,"Visit website
wwr_support@pixonic.com
Privacy Policy
243, 28 th Oktovriou Street, 7 th Floor, Apartment 702/802, at Christiana Sea View Court, 3035 Limassol, Cyprus"
0,"['Fun Games For Free', 'Action']","10,66,634 total",Install,9 December 2020,88M,"50,000,000+",5.14.0,4.4 and up,"Rated for 12+
Moderate violence, Sexual innuendo
Learn more","Users interact, Digital purchases","₹80.00 – ₹8,900.00 per item",Fun Games For Free,"Visit website
support+warmachines@fungames-forfree.com
Privacy Policy
25-28 North Wall Quay, Dublin 01, IRELAND"
0,"['Ultimate-Games', 'Card']","2,26,677 total",Install,25 November 2020,Varies with device,"10,000,000+",1.11.25,4.1 and up,"Rated for 12+
Gambling
Learn more","Users interact, Shares info, Digital purchases","₹10.00 – ₹21,000.00 per item",Ultimate-Games,"Visit website
support@ultimaterummy.in
Privacy Policy
PO Box 17640, Malad (W), Mumbai 400 064, Maharashtra, India"
0,"['Scopely', 'Role Playing']","3,65,310 total",Install,4 December 2020,85M,"10,000,000+",0.475,4.4 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, Digital purchases","₹42.89 – ₹26,000.00 per item",Scopely,"Visit website
wwesupport@scopely.io
Privacy Policy
3530 Hayden Avenue Suite A Culver City, CA 90232"
0,"['Peak', 'Puzzle']","28,23,092 total",Install,8 December 2020,143M,"50,000,000+",8006,4.1 and up,"Rated for 3+
Learn more",In-game purchases,"₹80.00 – ₹8,300.00 per item",Peak,"Visit website
support@peak.com
Privacy Policy
Turkey"
Editors' Choice,"['Netmarble', 'Role Playing']","28,46,006 total",Install,27 November 2020,79M,"50,000,000+",6.6.0,4.1 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, In-game purchases","₹60.00 – ₹8,900.00 per item",Netmarble,"Visit website
netmarbles@igsinc.co.kr
Privacy Policy
20th Fl, G-Valley Biz Plaza, 300 Digital-ro, Guro-gu, Seoul, Korea"
0,"['LEXIANG CO., LIMITED', 'Strategy']","1,12,002 total",Install,16 November 2020,145M,"5,000,000+",3.0.0,4.1 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, In-game purchases","₹80.00 – ₹8,300.00 per item","LEXIANG CO., LIMITED","Visit website
westgame_support@leyinetwork.com
Privacy Policy
Rm. C, 2/F., Capital Trade Centre,62 Tsun Yip Street, Kwun Tong, Hong Kong"
0,"['ELECTRONIC ARTS', 'Sports']","4,95,337 total",Install,1 December 2020,39M,"10,000,000+",21.4.0.189057,4.4 and up,"Rated for 3+
Learn more",Digital purchases,"₹187.92 – ₹5,999.00 per item",ELECTRONIC ARTS,"Visit website
help@eamobile.com
Privacy Policy
Geneva, Switzerland"
0,"['Jelly Button Games', 'Casual']","14,21,675 total",Install,1 December 2020,125M,"10,000,000+",8.2.0,4.1 and up,"Rated for 3+
Learn more",In-game purchases,"₹59.00 – ₹9,800.00 per item",Jelly Button Games,"Visit website
Support@Piratekingsgame.com
Privacy Policy
Jelly Button Games Kibutz Galuyot 23 Tel Aviv Israel"
0,"['Mobile Gaming Studios Ltd.', 'Action']","3,98,538 total",Install,16 November 2020,139M,"10,000,000+",500043,5.0 and up,"Rated for 18+
Extreme violence
Learn more","Users interact, Digital purchases","₹19.00 – ₹8,800.00 per item",Mobile Gaming Studios Ltd.,"Visit website
support@sniper-strike.zendesk.com
Privacy Policy
Derby West Business Centre Ashbourne Road Mackworth Derby DE22 4NB UK"
0,"['Bubblegum Games', 'Casual']","45,403 total",Install,27 November 2020,179M,"5,000,000+",2.1.1,4.4 and up,"Rated for 3+
Learn more",In-game purchases,"₹85.00 – ₹8,900.00 per item",Bubblegum Games,"Visit website
feedback@makeover.vip
Privacy Policy"
Editors' Choice,"['Playdemic', 'Sports']","19,50,061 total",Install,19 November 2020,100M,"10,000,000+",2.39.2,4.4 and up,"Rated for 3+
Learn more",Digital purchases,"₹80.00 – ₹8,900.00 per item",Playdemic,"Visit website
support@playdemic.mail.helpshift.com
Privacy Policy
2nd Floor Kings Court Water Lane Wilmslow SK9 5AR"
0,"['Nextwave Multimedia', 'Sports']","60,645 total",Install,6 December 2020,85M,"5,000,000+",1.1.6,5.1 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹49.00 – ₹7,999.00 per item",Nextwave Multimedia,"Visit website
cricket@nextwavemultimedia.com
Privacy Policy
Nextwave Multimedia Royapettah, Chennai - 14"
0,"['Warner Bros. International Enterprises', 'Action']","40,78,120 total",Install,3 November 2020,Varies with device,"50,000,000+",3.0.1,Varies with device,"Rated for 18+
Extreme violence
Learn more",Digital purchases,"₹140.00 – ₹8,700.00 per item",Warner Bros. International Enterprises,"Visit website
support@wbgames.com
Privacy Policy
Warner Bros. Warner Bros. International Enterprises Inc. 4000 WARNER BLVD LOS ANGELES BURBANK United States California 91522-0001"
